20170228;421
CD_ENTITY;DT_PERIOD;CD_TEAM;CD_INDIVIDUAL;CD_CLIENT;CD_FACTTYPE;CD_TYPEMDT;CD_PRODUCT;AM_AMOUNT;CCY;MICA_NODE;CATEGORY;UNIT_TYPE;CD_LEVEL;ROLE
600;20170228;FR38890;;;COST;CH10150;PR04060550;-0.19947;EUR;MP10153020005;Actual;;;0
600;20170228;FR35890;;;COST;CH10150;PR04060550;-0.19597;EUR;MP10153020005;Actual;;;0
600;20170228;FR40890;;;COST;CH10150;PR04060550;-0.16252;EUR;MP10153020005;Actual;;;0
600;20170228;FR28890;;;COST;CH10150;PR04060550;-0.16231;EUR;MP10153020005;Actual;;;0
600;20170228;FR04890;;;COST;CH10150;PR04060550;-0.09166;EUR;MP10153020005;Actual;;;0
600;20170228;FR08890;;;COST;CH10150;PR04060550;-0.02468;EUR;MP10150030402;Actual;;;0
600;20170228;FR00892;;;COST;CH10150;PR04060550;-0.01851;EUR;MP10150030402;Actual;;;0
600;20170228;FR35890;;;COST;CH10150;PR04060550;-0.01234;EUR;MP10150030402;Actual;;;0
600;20170228;FR04890;;;COST;CH10150;PR04060550;-0.00617;EUR;MP10150030402;Actual;;;0
600;20170228;FR26890;;;COST;CH10150;PR04060550;-0.00617;EUR;MP10150030402;Actual;;;0
600;20170228;FR26890;;;COST;CH10150;PR04060550;-0.00422999999999973;EUR;MP10150050002;Actual;;;0
600;20170228;FR01890;;;COST;CH10150;PR04060550;1.15264;EUR;MP10150050002;Actual;;;0
600;20170228;FR08890;;;COST;CH10150;PR04060550;3.70434;EUR;MP10150030207;Actual;;;0
600;20170228;FR33890;;;COST;CH10150;PR04060550;5.81326000000001;EUR;MP10150050002;Actual;;;0
600;20170228;FR00897;;;COST;CH10150;PR04060550;6.00628;EUR;MP10150050002;Actual;;;0
600;20170228;FR40890;;;COST;CH10150;PR04060550;6.40797000000001;EUR;MP10150030207;Actual;;;0
600;20170228;FR00895;;;COST;CH10150;PR04060550;8.57154;EUR;MP10150050002;Actual;;;0
600;20170228;FR60890;;;COST;CH10150;PR04060550;10.74092;EUR;MP10150030207;Actual;;;0
600;20170228;FR35890;;;COST;CH10150;PR04060550;12.15252;EUR;MP10150030207;Actual;;;0
600;20170228;FR04890;;;COST;CH10150;PR04060550;12.74008;EUR;MP10150030207;Actual;;;0
600;20170228;FR38890;;;COST;CH10150;PR04060550;14.82714;EUR;MP10150050002;Actual;;;0
600;20170228;FR00892;;;COST;CH10150;PR04060550;18.52024;EUR;MP10150030207;Actual;;;0
600;20170228;FR29890;;;COST;CH10150;PR04060550;19.26356;EUR;MP10150010202;Actual;;;0
600;20170228;FR37890;;;COST;CH10150;PR04060550;24.61608;EUR;MP10150030207;Actual;;;0
600;20170228;FR38890;;;COST;CH10150;PR04060550;31.21638;EUR;MP10150030207;Actual;;;0
600;20170228;FR31890;;;COST;CH10150;PR04060550;36.2097099999999;EUR;MP10150030207;Actual;;;0
600;20170228;FR02890;;;COST;CH10150;PR04060550;36.42908;EUR;MP10150030207;Actual;;;0
600;20170228;FR00897;;;COST;CH10150;PR04060550;41.41135;EUR;MP10150030207;Actual;;;0
600;20170228;FR00896;;;COST;CH10150;PR04060550;47.66497;EUR;MP10150010202;Actual;;;0
600;20170228;FR00890;;;COST;CH10150;PR04060550;75.5599999999977;EUR;MP10150020603;Actual;;;0
600;20170228;FR04890;;;COST;CH10150;PR04060550;127.4;EUR;MP10150010400;Actual;;;0
600;20170228;FR90890;;;COST;CH10150;PR04060550;143.940000000002;EUR;MP10150010103;Actual;;;0
600;20170228;FR00890;;;COST;CH10150;PR04060550;198.450000000001;EUR;MP10150030627;Actual;;;0
600;20170228;FR00897;;;COST;CH10150;PR04060550;212.69;EUR;MP10150020402;Actual;;;0
600;20170228;FR04890;;;COST;CH10150;PR04060550;243.90796;EUR;MP10150030607;Actual;;;0
600;20170228;FR00892;;;COST;CH10150;PR04060550;456.77;EUR;MP10150010400;Actual;;;0
600;20170228;FR38890;;;COST;CH10150;PR04060550;754.4;EUR;MP10150010400;Actual;;;0
600;20170228;FR00892;;;COST;CH10150;PR04060550;757.92254;EUR;MP10150030607;Actual;;;0
600;20170228;FR60890;;;COST;CH10150;PR04060550;775.85;EUR;MP10150010400;Actual;;;0
600;20170228;FR40890;;;COST;CH10150;PR04060550;782.23693;EUR;MP10150030607;Actual;;;0
600;20170228;FR28890;;;COST;CH10150;PR04060550;810.4654;EUR;MP10150030607;Actual;;;0
600;20170228;FR60890;;;COST;CH10150;PR04060550;857.57045;EUR;MP10150030607;Actual;;;0
600;20170228;FR35890;;;COST;CH10150;PR04060550;858.87;EUR;MP10150010400;Actual;;;0
600;20170228;FR40890;;;COST;CH10150;PR04060550;948.86;EUR;MP10150010400;Actual;;;0
600;20170228;FR38890;;;COST;CH10150;PR04060550;958.83889;EUR;MP10150030607;Actual;;;0
600;20170228;FR35890;;;COST;CH10150;PR04060550;1055.45861;EUR;MP10150030607;Actual;;;0
600;20170228;FR28890;;;COST;CH10150;PR04060550;1136.95;EUR;MP10150010400;Actual;;;0
600;20170228;FR00895;;;COST;CH10150;PR04060550;1346.31424;EUR;MP10150030607;Actual;;;0
600;20170228;FR37890;;;COST;CH10150;PR04060550;1575.45;EUR;MP10150010400;Actual;;;0
600;20170228;FR02890;;;COST;CH10150;PR04060550;1700.65;EUR;MP10150010400;Actual;;;0
600;20170228;FR50890;;;COST;CH10150;PR04060550;1839.23;EUR;MP10150010400;Actual;;;0
600;20170228;FR08890;;;COST;CH10150;PR04060550;1850.74;EUR;MP10150010400;Actual;;;0
600;20170228;FR00894;;;COST;CH10150;PR04060550;1942.75159;EUR;MP10150030607;Actual;;;0
600;20170228;FR26890;;;COST;CH10150;PR04060550;1973.87;EUR;MP10150010400;Actual;;;0
600;20170228;FR00897;;;COST;CH10150;PR04060550;2093.52;EUR;MP10150030502;Actual;;;0
600;20170228;FR00895;;;COST;CH10150;PR04060550;2195.62;EUR;MP10150010400;Actual;;;0
600;20170228;FR26890;;;COST;CH10150;PR04060550;2221.62787;EUR;MP10150030607;Actual;;;0
600;20170228;FR50890;;;COST;CH10150;PR04060550;2282.84116;EUR;MP10150030607;Actual;;;0
600;20170228;FR00894;;;COST;CH10150;PR04060550;2384.78;EUR;MP10150010400;Actual;;;0
600;20170228;FR33890;;;COST;CH10150;PR04060550;2634.9;EUR;MP10150010400;Actual;;;0
600;20170228;FR33890;;;COST;CH10150;PR04060550;2926.53995;EUR;MP10150030607;Actual;;;0
600;20170228;FR37890;;;COST;CH10150;PR04060550;3213.42059;EUR;MP10150030607;Actual;;;0
600;20170228;FR08890;;;COST;CH10150;PR04060550;3249.38973;EUR;MP10150030607;Actual;;;0
600;20170228;FR02890;;;COST;CH10150;PR04060550;3489.15879;EUR;MP10150030607;Actual;;;0
600;20170228;FR01890;;;COST;CH10150;PR04060550;3544.81;EUR;MP10150010400;Actual;;;0
600;20170228;FR00897;;;COST;CH10150;PR04060550;3652.33677;EUR;MP10150030607;Actual;;;0
600;20170228;FR34890;;;COST;CH10150;PR04060550;3807.31373;EUR;MP10150030607;Actual;;;0
600;20170228;FR34890;;;COST;CH10150;PR04060550;3912.96;EUR;MP10150010400;Actual;;;0
600;20170228;FR00897;;;COST;CH10150;PR04060550;4397.07;EUR;MP10150010400;Actual;;;0
600;20170228;FR01890;;;COST;CH10150;PR04060550;4418.67859;EUR;MP10150030607;Actual;;;0
600;20170228;FR31890;;;COST;CH10150;PR04060550;4987.09;EUR;MP10150010400;Actual;;;0
600;20170228;FR31890;;;COST;CH10150;PR04060550;7502.14645;EUR;MP10150030607;Actual;;;0
600;20170228;FR00891;;;COST;CH10150;PR04060550;19166.60732;EUR;MP10150030607;Actual;;;0
600;20170228;FR00891;;;COST;CH10150;PR04060550;20776.96;EUR;MP10150010400;Actual;;;0
600;20170228;0;0;0;AMSASSET;CH90000;PR04060550;14259956.3252749;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10110;PR04010000;0;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10110;PR04010100;0;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10110;PR04060420;-0.00359999760985374;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10110;PR04060430;-74037.2114667594;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10110;PR04060450;0.00334939267486334;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10110;PR04060470;0.00199999986216426;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10110;PR04060480;-0.0101402401924133;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10110;PR04060490;0.00126229971647263;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10110;PR04060510;74037.1769313812;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10110;PR04060520;-419449.801562659;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10110;PR04060710;-0.00336988782510161;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10110;PR04060720;-2169507.14;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10110;PR04060740;0.000691551715135574;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10110;PR04060750;-2047206.44209713;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10110;PR05010000;1214.5799999237;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10130;PR04010000;0;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10130;PR04010100;0;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10130;PR04060420;3962883.58017704;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10130;PR04060430;2262717.13843542;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10130;PR04060450;-0.004700000397861;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10130;PR04060470;344985.7548;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10130;PR04060480;4162687.97053999;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10130;PR04060490;0.000900000333786011;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10130;PR04060510;1008424.13876122;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10130;PR04060520;570922.575956285;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10130;PR04060710;0.0314120054244995;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10130;PR04060720;39393.7146196141;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10130;PR04060740;277380.665551618;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10130;PR04060750;-220946.16;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10130;PR05010000;725679.330000035;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10150;PR04010000;1075390.33999994;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10150;PR04010100;62146207.0500002;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10150;PR04060420;30538.215739943;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10150;PR04060430;-727869.742352188;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10150;PR04060450;0.0000861212611198425;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10150;PR04060470;-0.00140001252293587;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10150;PR04060480;61679.902605772;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10150;PR04060490;-0.0166486501693726;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10150;PR04060510;28914.7133374214;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10150;PR04060520;4740563.01011133;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10150;PR04060710;-0.0120999990031123;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10150;PR04060720;-1694135.1143;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10150;PR04060740;0.000320954248309135;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10150;PR04060750;-669280.473400001;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10150;PR05010000;4066479.16999978;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10150;PR05030000;0;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10150;PR04060730;112104.5;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;ASSET;CH10110;PR04060730;2047206.4351;EUR;SD34930;Actual;;;0
600;20170228;0;0;0;NNMNH;CH90000;PR04060550;53692930.3298004;EUR;SD30314;Actual;;;0
600;20170228;0;0;0;NNMNH;CH90000;PR04060550;-48163386.8899999;EUR;SD30315;Actual;;;0
600;20170228;0;0;0;REV;CH90000;PR04010000;28886.9799999999;EUR;SD34125;Actual;;;0
600;20170228;0;0;0;REV;CH90000;PR04010000;-19599.85;EUR;SD34126;Actual;;;0
600;20170228;0;0;0;REV;CH90000;PR04010100;8234.87;EUR;MP10102010104;Actual;;;0
600;20170228;0;0;0;REV;CH90000;PR04010100;64842.2899999999;EUR;SD34123;Actual;;;0
600;20170228;0;0;0;REV;CH90000;PR04010100;-93424.48;EUR;SD34124;Actual;;;0
600;20170228;0;0;0;REV;CH90000;PR04020300;2570.48;EUR;MP10102010104;Actual;;;0
600;20170228;0;0;0;REV;CH90000;PR04020300;226059.23;EUR;SD34123;Actual;;;0
600;20170228;0;0;0;REV;CH90000;PR04020300;-218069.27;EUR;SD34124;Actual;;;0
600;20170228;0;0;0;REV;CH90000;PR04020500;2376.88;EUR;MP10101021000;Actual;;;0
600;20170228;0;0;0;REV;CH90000;PR04020500;-2376.88;EUR;SD34123;Actual;;;0
600;20170228;0;0;0;REV;CH90000;PR04060430;0;EUR;MP10102010119;Actual;;;0
600;20170228;0;0;0;REV;CH90000;PR04060430;96183.2800000005;EUR;MP10102010131;Actual;;;0
600;20170228;0;0;0;REV;CH90000;PR04060490;-67988.78;EUR;MP10103030000;Actual;;;0
600;20170228;0;0;0;REV;CH90000;PR04060510;-18783.9;EUR;MP10102010119;Actual;;;0
600;20170228;0;0;0;REV;CH90000;PR04060510;-1430.42000000025;EUR;MP10102010133;Actual;;;0
600;20170228;0;0;0;REV;CH90000;PR04060510;5515.68999999959;EUR;MP10102010135;Actual;;;0
600;20170228;0;0;0;REV;CH90000;PR04060550;190777.29;EUR;MP10102010131;Actual;;;0
600;20170228;0;0;0;REV;CH90000;PR04060550;-36.0499999999999;EUR;MP10102010304;Actual;;;0
600;20170228;0;0;0;REV;CH90000;PR04060550;-9379.35000000001;EUR;MP10102010401;Actual;;;0
600;20170228;0;0;0;REV;CH90000;PR04060550;10089.41;EUR;MP10102010801;Actual;;;0
600;20170228;0;0;0;REV;CH90000;PR04060550;0;EUR;MP10102020301;Actual;;;0
600;20170228;0;0;0;REV;CH90000;PR04060550;-2621.6;EUR;MP10102020801;Actual;;;0
600;20170228;0;0;0;REV;CH90000;PR04060550;0;EUR;MP10103020307;Actual;;;0
600;20170228;0;0;0;REV;CH90000;PR04060550;5106.36;EUR;MP10103020400;Actual;;;0
600;20170228;0;0;0;REV;CH90000;PR04060550;0;EUR;MP10104010000;Actual;;;0
600;20170228;0;0;0;REV;CH90000;PR04060550;0;EUR;MP10105010500;Actual;;;0
600;20170228;0;0;0;REV;CH90000;PR04060550;39.1;EUR;MP10107100000;Actual;;;0
600;20170228;0;0;0;REV;CH90000;PR04060550;-9.73;EUR;MP10110020100;Actual;;;0
600;20170228;0;0;0;REV;CH90000;PR04060550;70136.79;EUR;SD35003;Actual;;;0
600;20170228;0;0;0;REV;CH90000;PR04060560;28544.06;EUR;MP10102010304;Actual;;;0
600;20170228;0;0;0;REV;CH90000;PR04060560;0;EUR;MP10104010000;Actual;;;0
600;20170228;0;0;0;REV;CH90000;PR04060560;0;EUR;MP10105010500;Actual;;;0
600;20170228;0;0;0;REV;CH90000;PR04060560;-1.62630325872826E-16;EUR;MP10107100000;Actual;;;0
600;20170228;0;0;0;REV;CH90000;PR04060560;5.0821976835258E-18;EUR;MP10110020100;Actual;;;0
600;20170228;0;0;0;REV;CH90000;PR04060560;-21401.8900000001;EUR;SD35003;Actual;;;0
600;20170228;0;0;0;REV;CH90000;PR04140300;4397.44;EUR;MP10102010104;Actual;;;0
600;20170228;0;0;0;REV;CH90000;PR04140300;150789.17;EUR;SD34123;Actual;;;0
600;20170228;0;0;0;REV;CH90000;PR04140300;-163935;EUR;SD34124;Actual;;;0
600;20170228;0;0;0;REV;CH90000;PR05010000;-7739.93000000001;EUR;MP10102010304;Actual;;;0
600;20170228;0;0;0;REV;CH90000;PR05010000;-160000.470000001;EUR;SD34121;Actual;;;0
600;20170228;0;0;0;REV;CH90000;PR05010000;182122.81;EUR;SD34122;Actual;;;0
600;20170228;0;0;0;REV;CH90000;PR05010000;16295.17;EUR;SD35003;Actual;;;0
600;20170228;0;0;0;REV;CH90000;PR05040100;-0.209999999999994;EUR;SD34121;Actual;;;0
600;20170228;0;0;0;REV;CH90000;PR05080000;-57907.04;EUR;SD34121;Actual;;;0
600;20170228;0;0;0;REV;CH90000;PR05080000;57756.21;EUR;SD34122;Actual;;;0
